country,city,temperature,temperature_anomaly,period
CI,Assémanou,25.35,-0.12,1970s
CI,Asséyokro,26.01,-0.07,1970s
CI,Atakrou,25.5,-0.08,1970s
CI,Atchegouakro,25.76,-0.1,1970s
CI,Atitiasso,25.87,-0.05,1970s
CI,Atokouadiokro,25.74,-0.06,1970s
CI,Atokoum,25.74,-0.06,1970s
CI,Atokro,26.25,-0.08,1970s
CI,Atrobou,24.94,-0.13,1970s
CI,Atrénou,25.57,-0.1,1970s
CI,Attien Kouassikro,25.73,-0.1,1970s
CI,Attinguié,24.99,-0.1,1970s
CI,Attiégouakro,25.43,-0.11,1970s
CI,Attiékoi,24.9,-0.11,1970s
CI,Attobro,25.25,-0.11,1970s
CI,Attossè,25.46,-0.09,1970s
CI,Auénou,25.59,-0.09,1970s
CI,Awahikro,26.11,-0.09,1970s
CI,Awalézo,24.92,-0.12,1970s
CI,Aya Prikro,25.71,-0.1,1970s
CI,Ayamé,24.65,-0.11,1970s
CI,Ayaou-Sokpa,25.89,-0.09,1970s
CI,Ayzan-Kouamikro,25.88,-0.09,1970s
CI,Ayébo,24.93,-0.11,1970s
CI,Ayéwahi,25.2,-0.1,1970s
CI,Azaguié,24.87,-0.11,1970s
CI,Azaguié Blida,24.87,-0.11,1970s
CI,Baazra,25.9,-0.09,1970s
CI,Babakro,26.23,-0.07,1970s
CI,Babasso,25.49,-0.12,1970s
CI,Babien,25.48,-0.09,1970s
CI,Babli Yaya,24.57,-0.08,1970s
CI,Bably,24.65,-0.08,1970s
CI,Babokoon-Appolo,24.82,-0.12,1970s
CI,Babroukro,25.83,-0.1,1970s
CI,Bacanda,25.02,-0.12,1970s
CI,Bacon,25.09,-0.15,1970s
CI,Bada,25.86,-0.1,1970s
CI,Badasso,24.77,-0.11,1970s
CI,Badayo I,24.76,-0.12,1970s
CI,Badikaha,25.6,-0.14,1970s
CI,Badié,24.54,-0.11,1970s
CI,Badiéboué,24.47,-0.11,1970s
CI,Badiéfla,25.96,-0.08,1970s
CI,Badiépa,24.55,-0.11,1970s
CI,Badon,25.61,-0.17,1970s
CI,Badouboua,24.99,-0.09,1970s
CI,Badyokaha,25.68,-0.12,1970s
CI,Baffia,24.59,-0.11,1970s
CI,Bafretou,25.6,-0.14,1970s
CI,Bagabasso,25.43,-0.11,1970s
CI,Bagao,25.57,-0.1,1970s
CI,Bagasséhoa,24.68,-0.11,1970s
CI,Bagatogo,25.5,-0.14,1970s
CI,Baglo,25.21,-0.1,1970s
CI,Bago,25.02,-0.1,1970s
CI,Bagohouo,25.19,-0.08,1970s
CI,Bagoliéoua,24.77,-0.11,1970s
CI,Bagouri,25.04,-0.09,1970s
CI,Bahiry,25.25,-0.1,1970s
CI,Bahé-Blaon,25.15,-0.09,1970s
CI,Baibli,24.81,-0.08,1970s
CI,Bakadou I,24.36,-0.11,1970s
CI,Bakandésso,24.33,-0.1,1970s
CI,Bakanou A,24.87,-0.11,1970s
CI,Bakayo,24.29,-0.11,1970s
CI,Bako,25.36,-0.14,1970s
CI,Bakopla,25.88,-0.07,1970s
CI,Bakoro-Sobara,25.48,-0.12,1970s
CI,Bakoubli,24.44,-0.08,1970s
CI,Bakro,24.82,-0.11,1970s
CI,Balahio,24.76,-0.1,1970s
CI,Balakouya,24.56,-0.11,1970s
CI,Balam,24.76,-0.1,1970s
CI,Balayo,24.75,-0.11,1970s
CI,Balia,25.12,-0.09,1970s
CI,Baléko,24.32,-0.11,1970s
CI,Bamanasso,25.52,-0.12,1970s
CI,Bambadougou,25.43,-0.13,1970s
CI,Bambalouma,25.8,-0.08,1970s
CI,Bamo,24.31,-0.12,1970s
CI,Bamoro,25.48,-0.11,1970s
CI,Bampleu,23.99,-0.08,1970s
CI,Bana,25.48,-0.08,1970s
CI,Banabo,25.34,-0.12,1970s
CI,Banandjé,25.49,-0.14,1970s
CI,Banankoro,25.44,-0.12,1970s
CI,Bandakagni-Tomora,25.97,-0.05,1970s
CI,Bandakanyi-Sokoura,25.96,-0.07,1970s
CI,Bandiay,25.43,-0.11,1970s
CI,Bandoli,26.26,-0.06,1970s
CI,Bangalidougou,24.31,-0.12,1970s
CI,Bangofla,25.95,-0.07,1970s
CI,Bangokro,25.77,-0.11,1970s
CI,Bangolo,24.97,-0.08,1970s
CI,Bangolo Tahouake,24.99,-0.08,1970s
CI,Bangorédoukou,25.2,-0.11,1970s
CI,Bangoua,25.91,-0.07,1970s
CI,Banguié I,24.97,-0.11,1970s
CI,Banhui,25.19,-0.08,1970s
CI,Bankolo,26.09,-0.1,1970s
CI,Banlé,24.94,-0.08,1970s
CI,Banneu,24.68,-0.08,1970s
CI,Banoufla,25.12,-0.11,1970s
CI,Bantifla,24.91,-0.1,1970s
CI,Banyeleu,24.79,-0.08,1970s
CI,Baonfla,25.54,-0.1,1970s
CI,Baou,24.92,-0.08,1970s
CI,Baoubli,25.09,-0.08,1970s
CI,Baoulékofikro,25.51,-0.07,1970s
CI,Baoutifla,25.23,-0.11,1970s
CI,Bapé,24.43,-0.07,1970s
CI,Baradougou,25.7,-0.1,1970s
CI,Barakodi,25.35,-0.09,1970s
CI,Barala,24.87,-0.15,1970s
CI,Baranzié,25.8,-0.1,1970s
CI,Barhana,25.43,-0.1,1970s
CI,Barikokro,25.5,-0.11,1970s
CI,Basawa,26.07,-0.09,1970s
CI,Bassadzin,24.8,-0.12,1970s
CI,Bassaraguhé,25.26,-0.1,1970s
CI,Bassi,24.67,-0.11,1970s
CI,Basséhoa,24.64,-0.11,1970s
CI,Bassélé,26.11,-0.12,1970s
CI,Batyébli,24.95,-0.08,1970s
CI,Batéguédia,25.16,-0.09,1970s
CI,Batéra,25.0,-0.12,1970s
CI,Bauhiéleu,24.71,-0.08,1970s
CI,Baunda,25.83,-0.11,1970s
CI,Baunza Manlékro,25.84,-0.1,1970s
CI,Bavayo,26.01,-0.09,1970s
CI,Bawakaha,25.95,-0.14,1970s
CI,Baya,25.71,-0.17,1970s
CI,Bayota,24.73,-0.11,1970s
CI,Bazi,25.37,-0.09,1970s
CI,Baziafla,25.87,-0.08,1970s
CI,Bazré,25.38,-0.1,1970s
CI,Baïfla,25.2,-0.11,1970s
CI,Behiboue,24.93,-0.1,1970s
CI,Belleville,24.98,-0.1,1970s
CI,Bendressou,25.56,-0.11,1970s
CI,Bendé Kouassikro,25.32,-0.11,1970s
CI,Bendéfla,25.35,-0.1,1970s
CI,Bendékro,25.8,-0.11,1970s
CI,Bengbré,25.68,-0.1,1970s
CI,Bengoro,25.85,-0.07,1970s
CI,Benhuafla,24.87,-0.1,1970s
CI,Beniakré,24.78,-0.11,1970s
CI,Benkro,25.06,-0.11,1970s
CI,Benou,25.6,-0.09,1970s
CI,Benzra,25.87,-0.08,1970s
CI,Bepleu,24.7,-0.08,1970s
CI,Bessedi Anon,24.85,-0.12,1970s
CI,Biakalé,23.59,-0.09,1970s
CI,Biakou,24.6,-0.11,1970s
CI,Bialata,25.14,-0.11,1970s
CI,Bianhitouo,24.7,-0.08,1970s
CI,Biankouma,23.45,-0.09,1970s
CI,Bianouan,24.71,-0.12,1970s
CI,Biantouo,24.77,-0.08,1970s
CI,Biasso,24.87,-0.13,1970s
CI,Bibikoréfla,25.87,-0.08,1970s
CI,Bibita,25.69,-0.06,1970s
CI,Bidihé,24.57,-0.11,1970s
CI,Bidiouan,24.79,-0.09,1970s
CI,Biegon,25.05,-0.09,1970s
CI,Bielou-carrefour,25.39,-0.12,1970s
CI,Bieupleu,23.62,-0.08,1970s
CI,Bieutouo,24.78,-0.08,1970s
CI,Bigouin,24.46,-0.09,1970s
CI,Bikassi,25.6,-0.12,1970s
CI,Bilaodi,25.43,-0.07,1970s
CI,Bilikéhi,25.35,-0.08,1970s
CI,Bilimono,26.11,-0.08,1970s
CI,Billahio,24.65,-0.11,1970s
CI,Bin-Houyé,24.77,-0.08,1970s
CI,Bindolo,26.0,-0.09,1970s
CI,Bingassou,25.79,-0.11,1970s
CI,Bingerville,25.22,-0.11,1970s
CI,Binguébougou,25.77,-0.17,1970s
CI,Binoufla,24.98,-0.1,1970s
CI,Biongouiné,24.7,-0.08,1970s
CI,Bisidougou,25.57,-0.12,1970s
CI,Bissaguhé,25.04,-0.09,1970s
CI,Bissassé,25.93,-0.05,1970s
CI,Bitapia,24.97,-0.09,1970s
CI,Biéby,24.81,-0.13,1970s
CI,Biéguhé II,25.04,-0.09,1970s
CI,Biélé,23.13,-0.09,1970s
CI,Biénoufla,25.3,-0.11,1970s
CI,Bla,24.98,-0.09,1970s
CI,Blablata,25.36,-0.11,1970s
CI,Blagbanié,24.55,-0.11,1970s
CI,Blagouin,23.49,-0.09,1970s
CI,Blagounon,25.57,-0.18,1970s
CI,Blaguiéhi,24.9,-0.07,1970s
CI,Blahou,24.82,-0.09,1970s
CI,Blanoufla,25.01,-0.09,1970s
CI,Blapleu,23.49,-0.09,1970s
CI,Blawara,25.7,-0.16,1970s
CI,Blenfla,25.45,-0.09,1970s
CI,Blinleu,24.68,-0.08,1970s
CI,Blita,22.48,-0.08,1970s
CI,Blodi,25.15,-0.08,1970s
CI,Bloho,24.48,-0.09,1970s
CI,Bloleu,24.79,-0.08,1970s
CI,Blolé,24.68,-0.09,1970s
CI,Bloléquin,24.66,-0.08,1970s
CI,Bloma,23.69,-0.08,1970s
CI,Blonleu,24.63,-0.08,1970s
CI,Bloteu,24.47,-0.08,1970s
CI,Blotilé,24.81,-0.08,1970s
CI,Blé,25.33,-0.09,1970s
CI,Bléanianda,24.6,-0.11,1970s
CI,Blédi,25.64,-0.1,1970s
CI,Blédi Diéya,24.6,-0.07,1970s
CI,Blédiéméné,25.49,-0.17,1970s
CI,Blédouagui,24.53,-0.11,1970s
CI,Blékoua,24.68,-0.11,1970s
CI,Blékoum,25.08,-0.14,1970s
CI,Bléniméouin,24.96,-0.08,1970s
CI,Blépleu,23.66,-0.09,1970s
CI,Blésségue,25.76,-0.17,1970s
CI,Blésséoua,24.76,-0.1,1970s
CI,Boadikro,25.48,-0.12,1970s
CI,Boahia,26.32,-0.05,1970s
CI,Bobi,25.62,-0.1,1970s
CI,Bobia,24.36,-0.11,1970s
CI,Bobokro,25.75,-0.11,1970s
CI,Boboloua,24.74,-0.11,1970s
CI,Boboniessoko,25.15,-0.09,1970s
CI,Bobosso,26.1,-0.1,1970s
CI,Bobosso-Tiénigbé,25.55,-0.11,1970s
CI,Boboua,25.07,-0.11,1970s
CI,Bobréguhé,25.07,-0.09,1970s
CI,Bobuo II,24.28,-0.12,1970s
CI,Bobéadougou,24.87,-0.12,1970s
CI,Bocabo,25.75,-0.11,1970s
CI,Bocanda,25.95,-0.1,1970s
CI,Bodi,25.43,-0.1,1970s
CI,Bodiba,24.82,-0.11,1970s
CI,Bodo,24.99,-0.13,1970s
CI,Bodokro,25.81,-0.09,1970s
CI,Bodossipa,24.67,-0.11,1970s
CI,Boduaso,25.72,-0.11,1970s
CI,Bofia,25.52,-0.11,1970s
CI,Bofoué-Ngatakro,25.8,-0.1,1970s
CI,Bofésso Douma,23.25,-0.09,1970s
CI,Bogbam,24.69,-0.1,1970s
CI,Bognankro,25.69,-0.1,1970s
CI,Bognonzra,25.4,-0.09,1970s
CI,Bogoboua,24.31,-0.12,1970s
CI,Bogolo,25.7,-0.11,1970s
CI,Bogopenfla,25.87,-0.08,1970s
CI,Bogouayo,24.63,-0.11,1970s
CI,Bogouiné,24.71,-0.09,1970s
CI,Bogouiné II,24.18,-0.09,1970s
CI,Bogrényoa,24.52,-0.11,1970s
CI,Boguédia,25.02,-0.09,1970s
CI,Bohi,25.42,-0.06,1970s
CI,Bohibli,24.56,-0.08,1970s
CI,Bohinou,25.02,-0.09,1970s
CI,Bohizra,25.96,-0.08,1970s
CI,Bohn,25.24,-0.11,1970s
CI,Boho,24.72,-0.08,1970s
CI,Bohoubli,24.46,-0.08,1970s
CI,Bohouléma,25.62,-0.1,1970s
CI,Boignikro,24.63,-0.1,1970s
CI,Boka,24.98,-0.12,1970s
CI,Bokabo,25.62,-0.1,1970s
CI,Bokakokoré,25.09,-0.14,1970s
CI,Bokala,25.46,-0.11,1970s
CI,Bokaréguhé,25.27,-0.1,1970s
CI,Bokassi,25.19,-0.13,1970s
CI,Bokoré,25.92,-0.04,1970s
CI,Bokéda,24.68,-0.11,1970s
CI,Boli,25.77,-0.1,1970s
CI,Bolia,24.99,-0.1,1970s
CI,Bolona,25.79,-0.17,1970s
CI,Bolè,26.36,-0.14,1970s
CI,Bombokro,25.89,-0.1,1970s
CI,Bomizambo,25.73,-0.1,1970s
CI,Bonaouin,25.19,-0.13,1970s
CI,Bondié Kouamanakro,25.37,-0.11,1970s
CI,Bondo-Dioula,25.45,-0.08,1970s
CI,Bondoukou,25.28,-0.07,1970s
CI,Bondoyo,25.54,-0.1,1970s
CI,Bongana,25.49,-0.17,1970s
CI,Bongobo,25.68,-0.1,1970s
CI,Bongofla,25.92,-0.07,1970s
CI,Bongouanou,25.2,-0.13,1970s
CI,Bonguéra,26.34,-0.07,1970s
CI,Bonikouassikro,25.81,-0.11,1970s
CI,Bonikro,25.2,-0.12,1970s
CI,Boniérédougou,25.5,-0.12,1970s
CI,Bonon,25.16,-0.09,1970s
CI,Bonoua,25.3,-0.1,1970s
CI,Bonoufla,25.14,-0.11,1970s
CI,Bonti,25.36,-0.11,1970s
CI,Bonyoa,24.35,-0.11,1970s
CI,Bonzi,25.53,-0.09,1970s
CI,Bonzo,25.22,-0.1,1970s
CI,Bonéfla,25.32,-0.11,1970s
CI,Booda,24.7,-0.11,1970s
CI,Bopleu,24.65,-0.08,1970s
CI,Borokodala,25.57,-0.11,1970s
CI,Boron,25.54,-0.12,1970s
CI,Borotapia,25.04,-0.1,1970s
CI,Borotou,25.42,-0.13,1970s
CI,Borotou-Koro,25.69,-0.12,1970s
CI,Boroumba,25.69,-0.06,1970s
CI,Boroyaradougou,25.86,-0.1,1970s
CI,Bossematié,25.13,-0.13,1970s
CI,Bossignamienkro,25.44,-0.07,1970s
CI,Botifla,25.69,-0.11,1970s
CI,Botindin,25.02,-0.12,1970s
CI,Botindé,24.99,-0.12,1970s
CI,Botongouiné,24.63,-0.09,1970s
CI,Botro,25.64,-0.1,1970s
CI,Boua,24.15,-0.09,1970s
CI,Boua Kako,24.76,-0.12,1970s
CI,Bouafla,25.98,-0.07,1970s
CI,Bouaflé,25.6,-0.09,1970s
CI,Bouafoukro,25.67,-0.11,1970s
CI,Bouagleu I,24.49,-0.08,1970s
CI,Bouaka,26.02,-0.09,1970s
CI,Bouaké,25.38,-0.11,1970s
CI,Bouan Houyé,23.59,-0.08,1970s
CI,Bouandougou,25.59,-0.1,1970s
CI,Bouapé,24.97,-0.15,1970s
CI,Bouboury,25.2,-0.11,1970s
CI,Boudépé,24.84,-0.12,1970s
CI,Bouedianfla,25.85,-0.07,1970s
CI,Bougou,25.79,-0.18,1970s
CI,Bougouloboua,24.83,-0.09,1970s
CI,Bougouma,25.51,-0.12,1970s
CI,Bougousso,25.11,-0.15,1970s
CI,Bouitafla,25.44,-0.11,1970s
CI,Bouko,26.42,-0.07,1970s
CI,Boukébo,25.49,-0.1,1970s
CI,Bouleu,24.52,-0.08,1970s
CI,Bouna,26.61,-0.06,1970s
CI,Bounadougou,25.48,-0.12,1970s
CI,Bounafla,25.33,-0.1,1970s
CI,Bounantinfla,25.12,-0.09,1970s
CI,Boundiali,25.6,-0.17,1970s
CI,Bouniakro,26.16,-0.07,1970s
CI,Bounta,22.77,-0.08,1970s
CI,Bountou,25.69,-0.12,1970s
CI,Bouobly,24.79,-0.08,1970s
CI,Bouoissué,25.35,-0.12,1970s
CI,Bourgodon,25.17,-0.09,1970s
CI,Bouroukponko,25.79,-0.07,1970s
CI,Bouroukrou,26.11,-0.04,1970s
CI,Bouroumasso,25.21,-0.16,1970s
CI,Bourounon,25.91,-0.09,1970s
CI,Bourébo,26.02,-0.07,1970s
CI,Boussoukro,24.98,-0.12,1970s
CI,Boutouo II,24.73,-0.08,1970s
CI,Bouyabo,26.14,-0.09,1970s
CI,Bouzoupalégnoa,24.27,-0.12,1970s
CI,Bouébly,24.98,-0.08,1970s
CI,Bouénneu,24.78,-0.08,1970s
CI,Boyakro,26.0,-0.07,1970s
CI,Boyo,25.76,-0.17,1970s
CI,Boé Sowada,24.71,-0.11,1970s
CI,Brabodougou Douzarékro,24.75,-0.12,1970s
CI,Brabori,24.59,-0.12,1970s
CI,Brafouéby,24.8,-0.11,1970s
CI,Brahima,25.58,-0.11,1970s
CI,Brahéri,24.94,-0.11,1970s
CI,Brakaguhé,25.0,-0.1,1970s
CI,Brazzaville,24.67,-0.09,1970s
CI,Bricolo,24.74,-0.12,1970s
CI,Brihi,24.71,-0.11,1970s
CI,Brindoukro,25.28,-0.13,1970s
CI,Bringakro,25.31,-0.12,1970s
CI,Brizéboua,25.06,-0.11,1970s
CI,Briéoa,24.63,-0.11,1970s
CI,Brobo,25.73,-0.11,1970s
CI,Brodoufla,25.87,-0.07,1970s
CI,Brofodoumé,24.92,-0.11,1970s
CI,Brohouan,24.98,-0.1,1970s
CI,Brokohio,24.46,-0.12,1970s
CI,Broma,24.83,-0.09,1970s
CI,Bronda,24.56,-0.11,1970s
CI,Brou Totokro,25.76,-0.1,1970s
CI,Brou akpaousso,25.18,-0.12,1970s
CI,Brou-Attakro,25.27,-0.13,1970s
CI,Brouafla,25.21,-0.1,1970s
CI,Brouafla-nattis,25.65,-0.11,1970s
CI,Brouagui,24.49,-0.11,1970s
CI,Broubrou,25.03,-0.12,1970s
CI,Broubrou-Sokoura,26.03,-0.11,1970s
CI,Broudoukou-Kpenda,24.47,-0.12,1970s
CI,Broudoumé,24.64,-0.11,1970s
CI,Broukro,25.18,-0.13,1970s
CI,Broukro Ahoué,25.73,-0.1,1970s
CI,Brouta,25.47,-0.1,1970s
CI,Brouzra,25.94,-0.07,1970s
CI,Brozan,24.99,-0.11,1970s
CI,Brégbo,25.34,-0.11,1970s
CI,Bréguiagui,24.56,-0.11,1970s
CI,Brékoua,24.47,-0.11,1970s
CI,Brévet,24.97,-0.13,1970s
CI,Butubré I,24.72,-0.12,1970s
CI,Buyo,25.13,-0.1,1970s
CI,Bwangé,25.45,-0.13,1970s
CI,Bèfla,25.57,-0.1,1970s
CI,Bèlé,24.66,-0.09,1970s
CI,Béablo,25.09,-0.1,1970s
CI,Bébou,25.06,-0.15,1970s
CI,Bébouo-sibouo,24.97,-0.1,1970s
CI,Bécouéfin,25.09,-0.14,1970s
CI,Bécédi,24.81,-0.11,1970s
CI,Bécédi-Brignan,24.84,-0.12,1970s
CI,Bédiala,25.17,-0.11,1970s
CI,Bédigoazon,24.81,-0.08,1970s
CI,Bédé-N'Goran-M'Po,25.06,-0.13,1970s
CI,Bégbessou,25.68,-0.09,1970s
CI,Bégouafla,24.84,-0.1,1970s
CI,Béhiri,24.5,-0.12,1970s
CI,Béhébou,24.94,-0.1,1970s
CI,Béinleu,24.46,-0.08,1970s
CI,Békipréa,24.97,-0.1,1970s
CI,Békié II,25.18,-0.1,1970s
CI,Bélakro,25.66,-0.08,1970s
CI,Bélam,24.68,-0.11,1970s
CI,Béliéguhé,25.19,-0.1,1970s
CI,Bélé,25.89,-0.18,1970s
CI,Bémadi,25.14,-0.1,1970s
CI,Bémavogo,26.0,-0.13,1970s
CI,Béna,25.62,-0.1,1970s
CI,Bénanou,25.25,-0.12,1970s
CI,Béniasso,26.03,-0.17,1970s
CI,Bénoufla,25.76,-0.11,1970s
CI,Bénéné,25.2,-0.12,1970s
CI,Béon-Gohouo,25.0,-0.08,1970s
CI,Béoua,24.94,-0.08,1970s
CI,Béoua-Zarabaon,24.66,-0.07,1970s
CI,Béoumi,25.83,-0.07,1970s
CI,Béoué,25.01,-0.08,1970s
CI,Bépleu,24.78,-0.08,1970s
CI,Bériaboukro,25.16,-0.12,1970s
CI,Bériéoa,24.69,-0.11,1970s
CI,Béréblo,24.36,-0.08,1970s
CI,Béréman,25.43,-0.11,1970s
CI,Béréni-Dialla,25.48,-0.09,1970s
CI,Bétigogoua,25.07,-0.1,1970s
CI,Bétié,26.27,-0.07,1970s
CI,Béttié,24.77,-0.13,1970s
CI,Bétéma,25.44,-0.09,1970s
CI,Bévogo,25.99,-0.15,1970s
CI,Béyo,24.28,-0.12,1970s
CI,Béziaka,25.83,-0.09,1970s
CI,Bézibouo,25.0,-0.09,1970s
CI,Campt Kridi,24.83,-0.1,1970s
CI,Cfi-Baroko,24.92,-0.12,1970s
CI,Chiépo,25.0,-0.12,1970s
CI,Cnra,24.85,-0.12,1970s
CI,Complexe,25.99,-0.09,1970s
CI,Copa,25.22,-0.15,1970s
CI,Cosrou,25.18,-0.12,1970s
CI,Cécéluibo,25.72,-0.09,1970s
CI,Da,25.02,-0.08,1970s
CI,Daako,24.86,-0.12,1970s
CI,Dabakala,25.84,-0.1,1970s
CI,Dabori,24.52,-0.12,1970s
CI,Dabouzra,25.33,-0.09,1970s
CI,Dadiassé,25.64,-0.05,1970s
CI,Dadiékro,26.31,-0.08,1970s
CI,Dadressio,24.6,-0.11,1970s
CI,Dadéguhé,25.19,-0.1,1970s
CI,Dafrahinou Darinsala,25.28,-0.1,1970s
CI,Dagadji,24.5,-0.09,1970s
CI,Dagba,25.59,-0.16,1970s
CI,Dagbaboua,24.98,-0.1,1970s
CI,Dagbao I,24.27,-0.11,1970s
CI,Dagbaplé,25.79,-0.17,1970s
CI,Daguikoi,25.13,-0.16,1970s
CI,Dahili,24.37,-0.11,1970s
CI,Dahira,24.81,-0.09,1970s
CI,Dahiri,24.88,-0.11,1970s
CI,Dahiépa-Kéhi,24.53,-0.11,1970s
CI,Dahopa,24.47,-0.11,1970s
CI,Dahoua,25.15,-0.09,1970s
CI,Dainé II,23.82,-0.09,1970s
CI,Dairo,24.41,-0.12,1970s
CI,Dakougoume,24.66,-0.08,1970s
CI,Dakoulitrohoin,24.32,-0.12,1970s
CI,Dakouépleu,24.91,-0.09,1970s
CI,Dakpadou,24.55,-0.11,1970s
CI,Dalangbo,25.8,-0.13,1970s
CI,Dalawaré,25.93,-0.09,1970s
CI,Daleu,23.08,-0.08,1970s
CI,Dalia,24.86,-0.1,1970s
CI,Daligépalenyoa,24.28,-0.12,1970s
CI,Daloa,24.98,-0.1,1970s
CI,Dalou,25.33,-0.12,1970s
CI,Damé,25.47,-0.1,1970s
CI,Dananon,25.71,-0.11,1970s
CI,Danané,24.25,-0.08,1970s
CI,Dandougou,25.61,-0.1,1970s
CI,Dangoukro,26.27,-0.09,1970s
CI,Dangrézo,25.69,-0.09,1970s
CI,Danguineu,24.14,-0.08,1970s
CI,Danguira,24.77,-0.11,1970s
CI,Dania,25.02,-0.09,1970s
CI,Danipleu,23.51,-0.08,1970s
CI,Dantogo,25.77,-0.1,1970s
CI,Dantongouiné,23.36,-0.08,1970s
CI,Danzourou,25.95,-0.17,1970s
CI,Daobli,24.55,-0.1,1970s
CI,Daoro,24.45,-0.1,1970s
CI,Daouakro,25.85,-0.1,1970s
CI,Daoukro,25.25,-0.12,1970s
CI,Daoulébo,25.38,-0.11,1970s
CI,Daoungbeu,25.17,-0.09,1970s
CI,Daouo,25.34,-0.11,1970s
CI,Dapo-Iboké,24.48,-0.07,1970s
CI,Dapéoua,24.96,-0.11,1970s
CI,Dar Es,25.55,-0.09,1970s
CI,Daragboué,25.45,-0.15,1970s
CI,Darakokaha,25.67,-0.12,1970s
CI,Darala,25.93,-0.1,1970s
CI,Daridougou,25.9,-0.08,1970s
CI,Daso,25.53,-0.09,1970s
CI,Dassoungboho,25.73,-0.16,1970s
CI,Datouzon,24.92,-0.08,1970s
CI,Datta,24.66,-0.12,1970s
CI,Dawara,25.63,-0.11,1970s
CI,Degbézéré,25.5,-0.09,1970s
CI,Denan,24.52,-0.08,1970s
CI,Dengbé,24.96,-0.11,1970s
CI,Dey-Oboguié,25.06,-0.12,1970s
CI,Diabo,25.35,-0.11,1970s
CI,Diacohou-Sud,25.23,-0.09,1970s
CI,Diafla,25.39,-0.09,1970s
CI,Diahouin,25.07,-0.08,1970s
CI,Diai,24.51,-0.08,1970s
CI,Diakohou,25.73,-0.08,1970s
CI,Dialakoro,25.61,-0.1,1970s
CI,Diale,25.63,-0.09,1970s
CI,Diamalabo,25.54,-0.1,1970s
CI,Diamankani,26.15,-0.17,1970s
CI,Diamarakro,24.86,-0.14,1970s
CI,Diamba,26.09,-0.04,1970s
CI,Dianambroufla,25.11,-0.1,1970s
CI,Dianfla,25.91,-0.08,1970s
CI,Diangbanasso,26.18,-0.1,1970s
CI,Diangobo,25.14,-0.14,1970s
CI,Diangokokokro,25.83,-0.11,1970s
CI,Diangokro,25.78,-0.11,1970s
CI,Diangoménou,25.47,-0.11,1970s
CI,Dianoufla,25.05,-0.09,1970s
CI,Dianra,25.52,-0.15,1970s
CI,Dianra-Village,25.52,-0.13,1970s
CI,Diané,24.0,-0.09,1970s
CI,Diapleu,24.82,-0.09,1970s
CI,Diapé,24.82,-0.13,1970s
CI,Diarabana,25.65,-0.11,1970s
CI,Diaradougou,25.75,-0.11,1970s
CI,Diaraoula,24.5,-0.1,1970s
CI,Diarratiédougou,26.3,-0.18,1970s
CI,Diassa,25.11,-0.11,1970s
CI,Diasson,24.82,-0.13,1970s
CI,Diatokro,24.96,-0.1,1970s
CI,Diawala,25.98,-0.17,1970s
CI,Dibobli,25.28,-0.09,1970s
CI,Diboké,24.56,-0.08,1970s
CI,Dibri-Assirikro,25.51,-0.1,1970s
CI,Diby,24.39,-0.12,1970s
CI,Dida,25.82,-0.1,1970s
CI,Dida-N'Glossou,25.58,-0.12,1970s
CI,Didablé,25.5,-0.12,1970s
CI,Didakouadiokro,25.46,-0.12,1970s
CI,Didayaokro,25.48,-0.12,1970s
CI,Didia,24.69,-0.11,1970s
CI,Didiassa,25.77,-0.11,1970s
CI,Didizo,24.45,-0.12,1970s
CI,Didiévi,25.74,-0.1,1970s
CI,Didoko,24.65,-0.12,1970s
CI,Diembisédougou,26.22,-0.08,1970s
CI,Diempleu,23.28,-0.08,1970s
CI,Diendana-Sokoura,26.04,-0.09,1970s
CI,Dienfé,25.69,-0.08,1970s
CI,Dienguesso,25.37,-0.12,1970s
CI,Dieviessou,25.92,-0.08,1970s
CI,Diezué,26.13,-0.08,1970s
CI,Digba,24.99,-0.1,1970s
CI,Digbam,24.68,-0.1,1970s
CI,Digbapia I,25.08,-0.09,1970s
CI,Digbeugnoa,24.59,-0.11,1970s
CI,Digbeuguhé,25.07,-0.11,1970s
CI,Digbohouo,24.89,-0.11,1970s
CI,Digila,25.69,-0.11,1970s
CI,Dignago,24.68,-0.1,1970s
CI,Digoualé,23.19,-0.09,1970s
CI,Dihintédouo,25.74,-0.09,1970s
CI,Dihinébo,25.91,-0.06,1970s
CI,Dikodougou,25.58,-0.14,1970s
CI,Dikouéhipalényoa,24.37,-0.11,1970s
CI,Diloboua,24.8,-0.09,1970s
CI,Diléya,25.22,-0.09,1970s
CI,Dimandougou,26.01,-0.08,1970s
CI,Dimata,25.66,-0.11,1970s
CI,Dimbokro,25.78,-0.11,1970s
CI,Dinaodi,25.72,-0.06,1970s
CI,Dindéresso,25.66,-0.17,1970s
CI,Dingbi,25.13,-0.06,1970s
CI,Dingbé,25.26,-0.12,1970s
CI,Dingouin,23.1,-0.09,1970s
CI,Dio,23.65,-0.09,1970s
CI,Diogo,25.42,-0.16,1970s
CI,Diolala,25.83,-0.17,1970s
CI,Dioman,24.48,-0.1,1970s
CI,Diomandougou,25.43,-0.14,1970s
CI,Dionkro,26.21,-0.07,1970s
CI,Diorholé,25.74,-0.11,1970s
CI,Diotouo,24.51,-0.08,1970s
CI,Dioulabougou-Boléko,25.08,-0.11,1970s
